Title,Description,LocationName
"Igreja Matriz de Penalva do Castelo","A Igreja Matriz de Penalva do Castelo, dedicada a São Pedro, é um templo de origem românica, reconstruído no século XVI. A igreja, de nave única, possui uma fachada sóbria, com um portal maneirista. No interior, destacam-se o retábulo do altar-mor, em talha dourada, com pinturas do século XVII, e a pia batismal, de estilo românico. A capela-mor, coberta por uma abóbada de berço, é revestida a azulejos do século XVIII, que representam cenas da vida de São Pedro. A igreja está classificada como Imóvel de Interesse Público e é um local de culto e de visita, que testemunha a evolução da arte religiosa na região. A sua localização, no centro da vila, torna-a um ponto de referência do património cultural de Penalva do Castelo.",Penalva do Castelo
"Anta de Penalva do Castelo","A Anta de Penalva do Castelo, também conhecida como Dólmen da Orca, é um monumento megalítico situado no concelho de Penalva do Castelo. A anta, construída no Neolítico, há cerca de 5000 anos, era uma sepultura coletiva, composta por uma câmara funerária e um corredor de acesso. A câmara, de planta poligonal, é formada por sete esteios, cobertos por uma laje de granito. O corredor, com 4 metros de comprimento, dá acesso à câmara. A anta está classificada como Imóvel de Interesse Público e é um testemunho da ocupação humana do território desde a Pré-História. O monumento está inserido numa paisagem rural, rodeado por campos e matas, ideal para passeios e contemplação.",Penalva do Castelo
"Miradouro da Senhora do Viso","O Miradouro da Senhora do Viso, situado no Monte do Viso, em Penalva do Castelo, oferece uma vista panorâmica sobre a vila, o castelo e a serra da Estrela. O miradouro, localizado a 585 metros de altitude, é um local de eleição para contemplar a paisagem e para fotografar o pôr-do-sol. No local, ergue-se a capela de Nossa Senhora do Viso, um pequeno templo de origem medieval, que foi reconstruído no século XVIII. O miradouro é, também, um ponto de partida para percursos pedestres e de BTT, que exploram a serra do Viso e os seus valores naturais. O acesso ao Monte do Viso é feito por uma estrada florestal, que serpenteia pela encosta, oferecendo, ao longo do percurso, várias perspetivas sobre a vila e a serra.",Penalva do Castelo
"Parque de Merendas do Viso","O Parque de Merendas do Viso, situado no Monte do Viso, em Penalva do Castelo, é um espaço de lazer, ideal para piqueniques e convívios. O parque, equipado com mesas, bancos, grelhadores e fontanários, está inserido numa área florestal, com sombra e tranquilidade. A proximidade do miradouro da Senhora do Viso e da capela torna-o um local aprazível para descansar após uma caminhada ou para desfrutar de um almoço em família. O parque é, também, um ponto de partida para percursos pedestres e de BTT, que exploram a serra do Viso e os seus valores naturais e culturais. O Parque de Merendas do Viso é, assim, um local de eleição para contactar com a natureza e usufruir do ar puro da serra.",Penalva do Castelo
"Rota dos Moinhos de Água","A Rota dos Moinhos de Água, situada no concelho de Penalva do Castelo, é um percurso pedestre que permite descobrir os antigos moinhos de água que outrora povoavam as margens dos rios e ribeiras da região. A rota, com cerca de 10 km, passa por vários moinhos, alguns deles recuperados, que testemunham a importância da moagem de cereais na economia local. O percurso, sinalizado, serpenteia por caminhos rurais, atravessando pontes, levadas e açudes, e oferece vistas sobre a paisagem agrícola e florestal. A Rota dos Moinhos de Água é, não só um percurso de interesse histórico e etnográfico, mas também uma oportunidade para contactar com a natureza e desfrutar da tranquilidade do mundo rural.",Penalva do Castelo
"Festas de São Pedro","As Festas de São Pedro, realizadas anualmente em Penalva do Castelo, são as festas em honra do padroeiro da vila. As festas, que se realizam no final de junho, incluem uma procissão, uma feira tradicional, concertos, espetáculos de folclore e tasquinhas com gastronomia regional. O ponto alto das festas é a procissão de São Pedro, que percorre as ruas da vila, acompanhada pela banda filarmónica e pelos andores. As Festas de São Pedro são um evento de grande tradição e popularidade, que reúne a comunidade local e atrai visitantes das aldeias vizinhas. As festas são, também, uma oportunidade para promover os produtos regionais, como o vinho do Dão, o queijo e o fumeiro, e para animar a vila durante o verão.",Penalva do Castelo
"Centro de Interpretação do Castelo","O Centro de Interpretação do Castelo, situado em Penalva do Castelo, é um espaço dedicado à história e ao património do castelo e da vila. O centro, instalado num edifício recuperado, inclui uma exposição permanente, que apresenta a evolução do castelo, desde a sua construção até aos nossos dias, e a história de Penalva do Castelo. A exposição, com recurso a meios tecnológicos e a objetos arqueológicos, permite aos visitantes compreender a importância estratégica do castelo e o seu papel na defesa da região. O centro oferece, ainda, atividades pedagógicas, como workshops e visitas guiadas, que visam sensibilizar os visitantes para a preservação do património. O Centro de Interpretação do Castelo é, assim, um ponto de partida para explorar o castelo e a vila.",Penalva do Castelo
"Arquivo Municipal","O Arquivo Municipal de Penalva do Castelo, situado no edifício dos antigos paços do concelho, é um espaço dedicado à preservação e divulgação da documentação histórica do concelho. O arquivo, fundado em 1998, reúne um acervo documental que inclui livros de atas, registos paroquiais, mapas, fotografias e postais, dos séculos XVI ao XX. O arquivo está aberto ao público, permitindo a consulta de documentos para fins de investigação histórica e genealógica. O edifício dos antigos paços do concelho, de arquitetura tradicional, é, por si só, um monumento de interesse histórico, que testemunha a evolução da administração local. O Arquivo Municipal é, assim, um local de memória, que contribui para o conhecimento da história de Penalva do Castelo e da sua gente.",Penalva do Castelo
"Biblioteca Municipal","A Biblioteca Municipal de Penalva do Castelo, situada no centro da vila, é um espaço de leitura, estudo e lazer. A biblioteca, inaugurada em 2005, inclui uma sala de leitura, uma sala infanto-juvenil, um espaço multimédia e um auditório. O acervo da biblioteca é constituído por livros, revistas, jornais, DVDs e CDs, abrangendo várias áreas do conhecimento. A biblioteca oferece, ainda, atividades como horas do conto, workshops, exposições e encontros com escritores, que visam promover o gosto pela leitura e a formação de leitores. A Biblioteca Municipal é, também, um local de realização de eventos culturais, como conferências, lançamentos de livros e concertos, contribuindo para a dinamização da vida cultural da vila.",Penalva do Castelo
"Parque Urbano de Penalva do Castelo","O Parque Urbano de Penalva do Castelo, situado na periferia da vila, é um espaço verde de lazer e convívio. O parque, inaugurado em 2010, inclui um lago, um parque infantil, um circuito de manutenção, um anfiteatro ao ar livre e um parque de merendas. O lago, habitado por patos e cisnes, é atravessado por pontes pedonais e rodeado por árvores e canteiros de flores. O parque é um local de eleição para passeios, jogos e piqueniques, para famílias e grupos de amigos. A sua localização, próximo do centro da vila e do castelo, torna-o um local de passagem e de descanso para os visitantes. O Parque Urbano é, também, um palco de eventos culturais e desportivos, como concertos, feiras e maratonas.",Penalva do Castelo
"Piscinas Municipais","As Piscinas Municipais de Penalva do Castelo, situadas no Parque Urbano, são um complexo desportivo que inclui uma piscina olímpica, uma piscina para crianças e um solário. As piscinas, inauguradas em 2010, são um local de prática de natação, hidroginástica e outras atividades aquáticas, para todas as idades. O complexo oferece, ainda, aulas de natação, cursos de salvamento e eventos desportivos, que visam promover a saúde e o bem-estar da população. As piscinas são, também, um local de lazer e refresco durante os meses de verão, atraindo visitantes da vila e das aldeias vizinhas. As Piscinas Municipais são, assim, um equipamento importante para a qualidade de vida e a dinamização desportiva do concelho.",Penalva do Castelo
"Campo de Futebol","O Campo de Futebol de Penalva do Castelo, situado no Parque Urbano, é um recinto desportivo que acolhe os jogos da equipa local e outros eventos desportivos. O campo, com relvado natural, tem uma bancada coberta, com capacidade para 500 espetadores. O complexo inclui, ainda, balneários, um bar e um parque de estacionamento. O Campo de Futebol é um local de prática desportiva e de convívio, que reúne a comunidade em torno do desporto rei. Os jogos da equipa local, o Penalva do Castelo Futebol Clube, são um evento social importante, que anima a vila aos fins-de-semana. O campo é, também, utilizado para outras atividades, como treinos, torneios e festivais de futebol.",Penalva do Castelo
"Pavilhão Gimnodesportivo","O Pavilhão Gimnodesportivo de Penalva do Castelo, situado no Parque Urbano, é um espaço polidesportivo coberto, que acolhe uma variedade de atividades desportivas e culturais. O pavilhão, inaugurado em 2010, inclui um campo de jogos, um ginásio, balneários e um bar. O campo de jogos, com piso sintético, é utilizado para a prática de futebol, basquetebol, voleibol, andebol e outros desportos. O pavilhão oferece, ainda, aulas de ginástica, dança e artes marciais, para todas as idades. O espaço é, também, um local de realização de eventos culturais, como concertos, feiras e exposições, contribuindo para a dinamização da vida desportiva e cultural da vila. O Pavilhão Gimnodesportivo é, assim, um equipamento versátil e importante para a comunidade.",Penalva do Castelo
"Cemiterio Medieval","O Cemitério Medieval de Penalva do Castelo, situado junto à igreja matriz, é um sítio arqueológico que testemunha a ocupação humana da vila na Idade Média. O cemitério, utilizado entre os séculos XII e XV, inclui várias sepulturas escavadas na rocha, de forma antropomórfica. As escavações arqueológicas realizadas no local permitiram identificar ossadas, objetos pessoais e moedas, que fornecem informações sobre os rituais funerários e a vida quotidiana da população medieval. O cemitério está classificado como Imóvel de Interesse Público e é um local de grande interesse histórico e arqueológico. A sua localização, no centro da vila, torna-o um elemento importante do conjunto patrimonial de Penalva do Castelo.",Penalva do Castelo
"Via Romana","A Via Romana, também conhecida como Estrada Romana do Viso, é um troço de calçada romana situado no concelho de Penalva do Castelo. A via, que ligava Viseu a Mangualde, era uma importante via de comunicação durante o período romano. O troço, com cerca de 500 metros, é composto por lajes de granito, dispostas sobre um leito de saibro. A via está classificada como Imóvel de Interesse Público e é um testemunho da engenharia e do planeamento territorial romanos. O percurso pela via romana permite desfrutar da paisagem rural e florestal, e imaginar o movimento de pessoas e mercadorias que por aqui passavam há dois milénios. A Via Romana é, assim, um monumento que nos liga ao passado e à história da região.",Penalva do Castelo
"Levada do Viso","A Levada do Viso, situada no Monte do Viso, em Penalva do Castelo, é um canal de irrigação, construído na Idade Média, para levar água aos campos agrícolas. A levada, com cerca de 2 km, serpenteia pela encosta, atravessando pontes, túneis e aquedutos. A levada está, atualmente, integrada num percurso pedestre, que permite explorar a serra do Viso e os seus valores naturais e culturais. O percurso, sinalizado, oferece vistas sobre a vila, o castelo e a serra da Estrela, e passa por moinhos, fontes e eiras. A Levada do Viso é, não só um testemunho da engenharia hidráulica medieval, mas também uma oportunidade para contactar com a natureza e desfrutar da tranquilidade do mundo rural.",Penalva do Castelo
"Fonte do Ouro","A Fonte do Ouro, situada no Monte do Viso, em Penalva do Castelo, é uma fonte natural, conhecida pela qualidade da sua água. A fonte, de origem medieval, era outrora um local de abastecimento de água para a população e para os animais. A lenda popular associa a fonte à existência de ouro no monte, daí o seu nome. A Fonte do Ouro está integrada num percurso pedestre, que permite explorar a serra do Viso e os seus valores naturais. O local, rodeado por castanheiros e carvalhos, é um local aprazível para descansar e usufruir da natureza. A Fonte do Ouro é, assim, um local de interesse histórico e paisagístico, que faz parte do património cultural e natural de Penalva do Castelo.",Penalva do Castelo
"Eira do Viso","A Eira do Viso, situada no Monte do Viso, em Penalva do Castelo, é um espaço comunitário, outrora utilizado para a debulha dos cereais. A eira, de forma circular, é pavimentada com lajes de granito, e está rodeada por muros de pedra. A eira é um testemunho da agricultura tradicional e da vida comunitária da região. O local, com uma vista panorâmica sobre a vila e a serra, é um local de contemplação e de descanso, muito procurado pelos visitantes. A Eira do Viso está integrada num percurso pedestre, que permite explorar a serra do Viso e os seus valores naturais e culturais. A eira é, também, um local de realização de eventos, como piqueniques e festas, que reúnem a comunidade.",Penalva do Castelo
"Capela de São Sebastião","A Capela de São Sebastião, situada em Penalva do Castelo, é um pequeno templo de origem medieval, dedicado a São Sebastião, protetor contra a peste. A capela, reconstruída no século XVIII, é de nave única, com uma fachada sóbria, encimada por uma cruz. No interior, destaca-se a imagem de São Sebastião, uma escultura de madeira do século XVIII. A capela está classificada como Imóvel de Interesse Público e é um local de culto e de peregrinação, especialmente durante a festa em honra de São Sebastião, que se realiza em janeiro. A sua localização, num outeiro sobranceiro à vila, torna-a um ponto de referência da paisagem. A capela e o adro oferecem uma vista deslumbrante sobre Penalva do Castelo e o castelo.",Penalva do Castelo
"Cruzeiro do Senhor do Calvário","O Cruzeiro do Senhor do Calvário, situado no Largo do Calvário, em Penalva do Castelo, é um cruzeiro de granito, construído no século XVIII. O cruzeiro, de fuste oitavado, é encimado por uma cruz latina, com a figura de Cristo crucificado. O cruzeiro está classificado como Imóvel de Interesse Público e é um testemunho da religiosidade popular e da arte sacra da região. A sua localização, num largo arborizado, torna-o um local de contemplação e de descanso. O Cruzeiro do Senhor do Calvário é, também, um ponto de passagem da Via Sacra, que se realiza durante a Semana Santa, reunindo a comunidade em oração e reflexão. O cruzeiro é, assim, um elemento importante do património religioso e cultural de Penalva do Castelo.",Penalva do Castelo
"Lagar de Azeite","O Lagar de Azeite, situado em Penalva do Castelo, é um antigo lagar de varas, que testemunha a importância da produção de azeite na região. O lagar, do século XIX, é composto por uma nora, uma prensa e uma banca de pedra, onde se colocavam os capachos com a azeitona. O lagar está classificado como Imóvel de Interesse Público e é um exemplo da tecnologia tradicional utilizada na extração do azeite. O edifício, recuperado, acolhe, atualmente, um núcleo museológico, que permite aos visitantes conhecer o processo de produção do azeite e a sua importância na economia local. O Lagar de Azeite é, assim, um local de interesse etnográfico, que preserva a memória das tradições e dos saberes-fazer da região.",Penalva do Castelo
"Moinho de Vento","O Moinho de Vento, situado no Monte do Viso, em Penalva do Castelo, é um antigo moinho de vento, que outrora moía os cereais produzidos na região. O moinho, do século XVIII, é de torre fixa, com uma cúpula giratória e velas de pano. O moinho está classificado como Imóvel de Interesse Público e é um testemunho da engenharia e da arquitetura tradicional. O edifício, recuperado, é um ponto de referência da paisagem do monte, oferecendo uma vista panorâmica sobre a vila e a serra. O Moinho de Vento está integrado num percurso pedestre, que permite explorar a serra do Viso e os seus valores naturais e culturais. O moinho é, assim, um símbolo do património industrial e rural de Penalva do Castelo.",Penalva do Castelo
"Forno Comunitário","O Forno Comunitário, situado em Penalva do Castelo, é um antigo forno de lenha, outrora utilizado pela comunidade para cozer o pão. O forno, do século XIX, é um edifício de planta retangular, com uma abóbada de berço em granito. O forno está classificado como Imóvel de Interesse Público e é um testemunho da vida comunitária e das tradições alimentares da região. O edifício, recuperado, é, atualmente, um local de realização de workshops e demonstrações de panificação tradicional, que visam preservar os saberes-fazer e promover a gastronomia local. O Forno Comunitário é, assim, um espaço de memória e de convívio, que reúne a comunidade em torno do pão, alimento básico e símbolo de partilha.",Penalva do Castelo
"Alminhas da Estrada","As Alminhas da Estrada, situadas à entrada de Penalva do Castelo, são um pequeno nicho de granito, que alberga uma imagem pintada representando as almas do purgatório. As alminhas, do século XIX, são um testemunho da religiosidade popular e da devoção às almas, comum nas zonas rurais. O nicho, encimado por uma cruz, é um local de oração e de reflexão para os viajantes. As Alminhas da Estrada estão classificadas como Imóvel de Interesse Público e são um elemento característico da paisagem cultural da região. O local, à beira da estrada, é um ponto de passagem e de paragem, que convida à contemplação e ao silêncio. As alminhas são, assim, um monumento que nos lembra a fragilidade da vida e a importância da memória.",Penalva do Castelo
"Coreto da Vila","O Coreto da Vila, situado no Largo do Pelourinho, em Penalva do Castelo, é um coreto de ferro, construído no início do século XX. O coreto, de forma circular, com cobertura em cúpula, era outrora utilizado para concertos da banda filarmónica e outros eventos culturais. O coreto está classificado como Imóvel de Interesse Público e é um testemunho da vida social e cultural da vila. A sua localização, no centro da vila, torna-o um ponto de encontro e de convívio para a população. O Coreto da Vila é, também, um palco para eventos como feiras, festas e comemorações, que animam a vida da comunidade. O coreto é, assim, um símbolo da identidade e da memória coletiva de Penalva do Castelo.",Penalva do Castelo
"Chafariz do Largo do Pelourinho","O Chafariz do Largo do Pelourinho, situado no centro de Penalva do Castelo, é um chafariz de granito, construído no século XIX. O chafariz, de bacia circular, é alimentado por uma bica de água, e está decorado com motivos geométricos. O chafariz está classificado como Imóvel de Interesse Público e é um testemunho do abastecimento de água à população antes da existência de rede pública. A sua localização, no Largo do Pelourinho, junto ao pelourinho e à igreja matriz, torna-o um elemento central do conjunto patrimonial da vila. O Chafariz do Largo do Pelourinho é, também, um local de passagem e de encontro, que preserva a memória do quotidiano e das relações sociais de outrora.",Penalva do Castelo
"Casa da Cerca","A Casa da Cerca, situada em Penalva do Castelo, é um antigo solar setecentista, que outrora pertenceu a uma família abastada da região. A casa, de arquitetura barroca, possui uma fachada simétrica, com portal armoriado, e um jardim murado. A Casa da Cerca está classificada como Imóvel de Interesse Público e é um exemplo da arquitetura civil da época. O edifício, recuperado, acolhe, atualmente, a sede da Junta de Freguesia de Penalva do Castelo e um espaço cultural, que inclui uma galeria de exposições e um auditório. A Casa da Cerca é, assim, um local de memória e de dinamização cultural, que contribui para a vida da comunidade e para a preservação do património.",Penalva do Castelo
"Quinta da Torre","A Quinta da Torre, situada em Penalva do Castelo, é uma antiga quinta senhorial, com uma torre medieval, que lhe dá o nome. A quinta, do século XVI, inclui a torre, a casa solarenga, uma capela, um lagar de azeite e um jardim. A torre, de planta quadrangular, é um vestígio da fortificação original, que defendia a quinta e a população. A Quinta da Torre está classificada como Imóvel de Interesse Público e é um testemunho da organização do espaço rural e do poder senhorial na região. O conjunto, recuperado, é, atualmente, um espaço de turismo rural, que permite aos visitantes experienciar a vida numa quinta tradicional e desfrutar da paisagem envolvente.",Penalva do Castelo
"Ponte Medieval","A Ponte Medieval, também conhecida como Ponte do Cabeço, é uma ponte de origem romana, reconstruída na Idade Média. A ponte, situada sobre a ribeira do Cabeço, na freguesia de Insua, é composta por um único arco de volta perfeita, em granito. A ponte está classificada como Imóvel de Interesse Público e é um testemunho da importância das vias de comunicação na região. A sua localização, numa zona rural, rodeada por campos e matas, torna-a um local pitoresco e tranquilo, ideal para passeios e piqueniques. A Ponte Medieval é, também, um ponto de partida para percursos pedestres e de BTT, que exploram o vale da ribeira do Cabeço e os seus valores naturais e culturais.",Insua
"Pelourinho de Insua","O Pelourinho de Insua, situado no Largo da Igreja, na freguesia de Insua, é um símbolo do poder municipal e da autonomia da freguesia. O pelourinho, de estilo manuelino, foi construído no século XVI, após a concessão do foral por D. Manuel I, em 1515. A coluna, de fuste oitavado, é encimada por um capitel decorado com esferas armilares e a esfera armilar, símbolos do rei D. Manuel I. O pelourinho está classificado como Imóvel de Interesse Público e é um testemunho da importância histórica de Insua. A sua localização, no centro da freguesia, junto à igreja matriz e aos antigos paços do concelho, torna-o um elemento central do conjunto patrimonial local.",Insua
"Igreja Matriz de Insua","A Igreja Matriz de Insua, dedicada a São Miguel, é um templo de origem românica, reconstruído no século XVI. A igreja, de nave única, possui uma fachada sóbria, com um portal maneirista. No interior, destacam-se o retábulo do altar-mor, em talha dourada, com pinturas do século XVII, e a pia batismal, de estilo românico. A capela-mor, coberta por uma abóbada de berço, é revestida a azulejos do século XVIII, que representam cenas da vida de São Miguel. A igreja está classificada como Imóvel de Interesse Público e é um local de culto e de visita, que testemunha a evolução da arte religiosa na região. A sua localização, no centro da freguesia, torna-a um ponto de referência do património cultural de Insua.",Insua
"Capela de Santo António","A Capela de Santo António, situada na freguesia de Insua, é um pequeno templo de origem medieval, dedicado a Santo António. A capela, reconstruída no século XVIII, é de nave única, com uma fachada simples, encimada por uma cruz. No interior, destaca-se a imagem de Santo António, uma escultura de madeira do século XVIII. A capela está classificada como Imóvel de Interesse Público e é um local de culto e de peregrinação, especialmente durante a festa em honra de Santo António, que se realiza em junho. A sua localização, num outeiro sobranceiro à freguesia, torna-a um ponto de referência da paisagem. A capela e o adro oferecem uma vista deslumbrante sobre Insua e a serra da Estrela.",Insua
"Fonte de Santo António","A Fonte de Santo António, situada na freguesia de Insua, é uma fonte natural, conhecida pela qualidade da sua água. A fonte, de origem medieval, era outrora um local de abastecimento de água para a população e para os animais. A fonte está integrada num percurso pedestre, que permite explorar a serra de Insua e os seus valores naturais. O local, rodeado por castanheiros e carvalhos, é um local aprazível para descansar e usufruir da natureza. A Fonte de Santo António é, assim, um local de interesse histórico e paisagístico, que faz parte do património cultural e natural de Insua. A fonte é, também, um local de paragem e de reflexão, que convida ao silêncio e à contemplação.",Insua
"Eira Comunitária","A Eira Comunitária, situada na freguesia de Insua, é um espaço comunitário, outrora utilizado para a debulha dos cereais. A eira, de forma circular, é pavimentada com lajes de granito, e está rodeada por muros de pedra. A eira é um testemunho da agricultura tradicional e da vida comunitária da região. O local, com uma vista panorâmica sobre a freguesia e a serra, é um local de contemplação e de descanso, muito procurado pelos visitantes. A Eira Comunitária está integrada num percurso pedestre, que permite explorar a serra de Insua e os seus valores naturais e culturais. A eira é, também, um local de realização de eventos, como piqueniques e festas, que reúnem a comunidade.",Insua
"Moinho de Água","O Moinho de Água, situado na ribeira do Cabeço, na freguesia de Insua, é um antigo moinho de água, que outrora moía os cereais produzidos na região. O moinho, do século XVIII, é composto por uma roda horizontal, um canal de alimentação e uma mó. O moinho está classificado como Imóvel de Interesse Público e é um testemunho da engenharia e da arquitetura tradicional. O edifício, recuperado, é um ponto de referência da paisagem da ribeira, oferecendo uma vista sobre a água corrente e a vegetação ribeirinha. O Moinho de Água está integrado num percurso pedestre, que permite explorar o vale da ribeira do Cabeço e os seus valores naturais e culturais. O moinho é, assim, um símbolo do património industrial e rural de Insua.",Insua
"Lagar de Azeite de Insua","O Lagar de Azeite de Insua, situado na freguesia de Insua, é um antigo lagar de varas, que testemunha a importância da produção de azeite na região. O lagar, do século XIX, é composto por uma nora, uma prensa e uma banca de pedra, onde se colocavam os capachos com a azeitona. O lagar está classificado como Imóvel de Interesse Público e é um exemplo da tecnologia tradicional utilizada na extração do azeite. O edifício, recuperado, acolhe, atualmente, um núcleo museológico, que permite aos visitantes conhecer o processo de produção do azeite e a sua importância na economia local. O Lagar de Azeite de Insua é, assim, um local de interesse etnográfico, que preserva a memória das tradições e dos saberes-fazer da região.",Insua
"Forno Comunitário de Insua","O Forno Comunitário de Insua, situado na freguesia de Insua, é um antigo forno de lenha, outrora utilizado pela comunidade para cozer o pão. O forno, do século XIX, é um edifício de planta retangular, com uma abóbada de berço em granito. O forno está classificado como Imóvel de Interesse Público e é um testemunho da vida comunitária e das tradições alimentares da região. O edifício, recuperado, é, atualmente, um local de realização de workshops e demonstrações de panificação tradicional, que visam preservar os saberes-fazer e promover a gastronomia local. O Forno Comunitário de Insua é, assim, um espaço de memória e de convívio, que reúne a comunidade em torno do pão, alimento básico e símbolo de partilha.",Insua
"Alminhas da Estrada de Insua","As Alminhas da Estrada de Insua, situadas à entrada da freguesia de Insua, são um pequeno nicho de granito, que alberga uma imagem pintada representando as almas do purgatório. As alminhas, do século XIX, são um testemunho da religiosidade popular e da devoção às almas, comum nas zonas rurais. O nicho, encimado por uma cruz, é um local de oração e de reflexão para os viajantes. As Alminhas da Estrada de Insua estão classificadas como Imóvel de Interesse Público e são um elemento característico da paisagem cultural da região. O local, à beira da estrada, é um ponto de passagem e de paragem, que convida à contemplação e ao silêncio. As alminhas são, assim, um monumento que nos lembra a fragilidade da vida e a importância da memória.",Insua
"Coreto de Insua","O Coreto de Insua, situado no Largo da Igreja, na freguesia de Insua, é um coreto de ferro, construído no início do século XX. O coreto, de forma circular, com cobertura em cúpula, era outrora utilizado para concertos da banda filarmónica e outros eventos culturais. O coreto está classificado como Imóvel de Interesse Público e é um testemunho da vida social e cultural da freguesia. A sua localização, no centro da freguesia, torna-o um ponto de encontro e de convívio para a população. O Coreto de Insua é, também, um palco para eventos como feiras, festas e comemorações, que animam a vida da comunidade. O coreto é, assim, um símbolo da identidade e da memória coletiva de Insua.",Insua
"Chafariz do Largo da Igreja","O Chafariz do Largo da Igreja, situado no centro de Insua, é um chafariz de granito, construído no século XIX. O chafariz, de bacia circular, é alimentado por uma bica de água, e está decorado com motivos geométricos. O chafariz está classificado como Imóvel de Interesse Público e é um testemunho do abastecimento de água à população antes da existência de rede pública. A sua localização, no Largo da Igreja, junto à igreja matriz e ao pelourinho, torna-o um elemento central do conjunto patrimonial da freguesia. O Chafariz do Largo da Igreja é, também, um local de passagem e de encontro, que preserva a memória do quotidiano e das relações sociais de outrora.",Insua
"Casa do Povo","A Casa do Povo de Insua, situada no centro da freguesia, é um edifício que outrora acolhia os serviços da administração local e as reuniões da comunidade. A casa, de arquitetura tradicional, possui uma sala de reuniões, um salão multiusos e um bar. A Casa do Povo está classificada como Imóvel de Interesse Público e é um testemunho da organização social e da vida associativa da freguesia. O edifício, recuperado, é, atualmente, um espaço polivalente, que acolhe atividades culturais, desportivas e recreativas, para todas as idades. A Casa do Povo é, assim, um local de memória e de dinamização comunitária, que contribui para a vida da freguesia e para a preservação das tradições.",Insua
"Quinta do Mosteiro","A Quinta do Mosteiro, situada na freguesia de Insua, é uma antiga quinta monástica, com origens medievais. A quinta, do século XII, inclui a igreja, a casa do mosteiro, um lagar de azeite e um jardim. A igreja, de estilo românico, é dedicada a São Pedro, e conserva a sua traça original, com portal de arco quebrado e frestas. A Quinta do Mosteiro está classificada como Imóvel de Interesse Público e é um testemunho da presença monástica e da organização do espaço rural na região. O conjunto, recuperado, é, atualmente, um espaço de turismo rural, que permite aos visitantes experienciar a vida numa quinta tradicional e desfrutar da paisagem envolvente.",Insua
"Ponte do Cabeço","A Ponte do Cabeço, também conhecida como Ponte Medieval do Cabeço, é uma ponte de origem romana, reconstruída na Idade Média. A ponte, situada sobre a ribeira do Cabeço, na freguesia de Insua, é composta por um único arco de volta perfeita, em granito. A ponte está classificada como Imóvel de Interesse Público e é um testemunho da importância das vias de comunicação na região. A sua localização, numa zona rural, rodeada por campos e matas, torna-a um local pitoresco e tranquilo, ideal para passeios e piqueniques. A Ponte do Cabeço é, também, um ponto de partida para percursos pedestres e de BTT, que exploram o vale da ribeira do Cabeço e os seus valores naturais e culturais.",Insua
"Pelourinho do Cabeço","O Pelourinho do Cabeço, situado no Largo da Igreja, na freguesia de Insua, é um símbolo do poder municipal e da autonomia da freguesia. O pelourinho, de estilo manuelino, foi construído no século XVI, após a concessão do foral por D. Manuel I, em 1515. A coluna, de fuste oitavado, é encimada por um capitel decorado com esferas armilares e a esfera armilar, símbolos do rei D. Manuel I. O pelourinho está classificado como Imóvel de Interesse Público e é um testemunho da importância histórica do Cabeço. A sua localização, no centro da freguesia, junto à igreja matriz e aos antigos paços do concelho, torna-o um elemento central do conjunto patrimonial local.",Insua
"Igreja Matriz do Cabeço","A Igreja Matriz do Cabeço, dedicada a São Pedro, é um templo de origem românica, reconstruído no século XVI. A igreja, de nave única, possui uma fachada sóbria, com um portal maneirista. No interior, destacam-se o retábulo do altar-mor, em talha dourada, com pinturas do século XVII, e a pia batismal, de estilo românico. A capela-mor, coberta por uma abóbada de berço, é revestida a azulejos do século XVIII, que representam cenas da vida de São Pedro. A igreja está classificada como Imóvel de Interesse Público e é um local de culto e de visita, que testemunha a evolução da arte religiosa na região. A sua localização, no centro da freguesia, torna-a um ponto de referência do património cultural do Cabeço.",Insua
"Capela de São João","A Capela de São João, situada na freguesia de Insua, é um pequeno templo de origem medieval, dedicado a São João Batista. A capela, reconstruída no século XVIII, é de nave única, com uma fachada simples, encimada por uma cruz. No interior, destaca-se a imagem de São João Batista, uma escultura de madeira do século XVIII. A capela está classificada como Imóvel de Interesse Público e é um local de culto e de peregrinação, especialmente durante a festa em honra de São João, que se realiza em junho. A sua localização, num outeiro sobranceiro à freguesia, torna-a um ponto de referência da paisagem. A capela e o adro oferecem uma vista deslumbrante sobre Insua e a serra da Estrela.",Insua
"Fonte de São João","A Fonte de São João, situada na freguesia de Insua, é uma fonte natural, conhecida pela qualidade da sua água. A fonte, de origem medieval, era outrora um local de abastecimento de água para a população e para os animais. A fonte está integrada num percurso pedestre, que permite explorar a serra de Insua e os seus valores naturais. O local, rodeado por castanheiros e carvalhos, é um local aprazível para descansar e usufruir da natureza. A Fonte de São João é, assim, um local de interesse histórico e paisagístico, que faz parte do património cultural e natural de Insua. A fonte é, também, um local de paragem e de reflexão, que convida ao silêncio e à contemplação.",Insua
