Title;Description;StartLocationName
PR2 LRA Rota das Termas D’El Rei ;"Numa homenagem às termas da região, este percurso dá a conhecer a zona de Monte Real, num trajeto circular com cerca de 6km. 

O trajeto tem início no Jardim Municipal de Monte Real, para seguir para Norte, atravessando os jardins do Palace Hotel de Monte Real, onde é possível ver o hotel e as termas. Restauradas em 2008, estas termas foram um dos destinos de termalismo mais relevantes em Portugal, durante os anos 50 e 80.

A rota, segue por campos de cultivo até atingir o rio Lis, para o seguir pela margem esquerda, durante cerca de 2.5km. Nesta fase, com um pouco de sorte, é possível observar várias espécies de aves. 

Chegados à rotunda do lado Noroeste de Monte Real, inicia-se a subida que conduz às ruínas dos Paços da Rainha e à Capela da Rainha Santa. Aqui, destaca-se a vista sobre os campos de Lis. 

Nesta fase o trajeto inicia a descida que conduz ao final do percurso, seguindo até à malha da vila, cruzando a Capela de São João Batista, a antiga casa da Câmara Municipal de Monte Real e o Pelourinho. 

Pela Rua dos Vales, o percurso chega à Igreja Matriz de Monte Real, último ponto antes de chegar ao final do percurso, no ponto de partida.
";Monte Real
PR4 LRA Rota da Nascente do Rio Lis;"O Rio Lis é o protagonista desta rota, um trajeto circular que cruza a Serra da Maunça e a Serra da Senhora do Monte. 

O trajeto tem início na aldeia de Fontes, na Igreja. Daqui segue pela margem direita do Rio Lis, em direção à nascente. 
Deste ponto, o trajeto segue pela Serra da Maunça e pela Serra da Senhora do Monte, por caminhos de terra batida, entre zonas de mato e floresta.

A rota segue e cruza uma zona com formações de calcários, local onde se pode optar por uma variante que permite o regresso mais rápido ao ponto de partida. 

Seguindo o trajeto original, o trajeto dirige-se para o ponto mais alto, a 435 metros, no alto da Serra da Maunça. O esforço da subida é recompensado com uma vista deslumbrante sobre Leiria e, em dias de boa visibilidade, das Berlengas. 

Já a descer rumo à localidade, o percurso faz-se por caminhos de terra batida até à localidade de Torrinhas, onde se atravessam vários campos de cultivo. 

O percurso segue por uma zona florestal até Fontes. Pelas ruas estreitas da localidade, rapidamente cruza a ponte do Rio Lis e regressa ao ponto de partida. 
";Cortes
PR5 LRA Rota do Peregrino ;"A Rota do peregrino propõe um trajeto de cerca de 15km, entre Cortes e Fátima, numa jornada de fé.

A rota parte do campo de ténis de Cortes, daqui, segue para Este, cruzando o Rio Lis para logo depois cruzar a Casa-Museu João Soares e a Igreja Matriz.

Deixando a aldeia pra trás, a rota segure por estrada, por entre campos de cultivo. 
Ao avistar a placa com a indicação “Mourões”, o trajeto entra num trilho de terra batida e alguns troços de estrada, onde a variedade de fauna e flora se destaca, com diversas zonas agrícolas e de floresta.

O percurso continua a subir até ao Casal de Lobos. Chegado à zona de planalto, é possível encontrar a Lagoa de Casal de Lobos e a Capela de Nossa Senhora da Memória. Neste ponto, a paisagem muda e o trajeto entra agora numa zona de floresta, cruzando a Lagoa do Boi, para depois atravessar a ponte que cruza a A1.

O trajeto chega à fase final e entra na zona Oeste de Fátima, para terminar junto à rotunda norte de Fátima. 
";Cortes
Rota Leiria Histórica;"A Rota Leiria Histórica proporciona aos visitantes uma viagem pelo património cultural e histórico da cidade. O trajeto combina alguns dos monumentos mais icónicos da região, seguindo pelas ruas cheias de histórias por contar.

O trajeto tem início no Posto de turismo, seguindo rumo ao centro histórico. Já no Jardim Luís de Carmões, deve atravessar-se a passagem do Banco de Portugal para chegar à zona pedonal do centro histórico. Aqui, a malha urbana de matriz medieval destaca-se, combinada com os traços criativos do arquiteto Ernesto Korrodi.

Iniciando a subida que conduz à Igreja de São Pedro e ao Museu da Imagem e Movimento, é possível passar no miradouro e fazer uma pausa para apreciar a vista sobre a cidade. Já no topo, sugere-se uma visita ao Castelo de Leiria, para depois descer lado-a-lado com as muralhas, para percorrer uma zona de vegetação, na zona Norte e Oeste do Castelo. 

Já no centro histórico, a rota cruza a zona do “Terreiro”, local onde se encontra a Casa dos Athaydes. 
O percurso segue agora para Este, passando pelo Mercado de Santana, Igreja do Espírito Santo e Fonte das Três Bicas.

Do Parque dos Caniços, a rota segue na zona pedonal, próximo do Rio Lis até ao ponto de partida, onde termina. 
";Leiria
PR8 CVL – Rota Das Cerejeiras;"Com início e fim no Centro Interpretativo da Cereja, bem no centro da localidade do Ferro, explore os cénicos caminhos que percorrem os extensos pomares de cereja que dominam a paisagem rural da Cova da Beira. 

Como cenário de fundo, será ainda uma constante a imponente encosta da Serra da Estrela, sobranceira à cidade da Covilhã. ";Ferro
PR12 CVL – Rota da Floresta ;"Percurso circular, que percorre caminhos de fácil progressão, tem como objetivo potenciar a exploração do património natural no local, criando um veículo de exploração da relação ancestral entre a cidade da Covilhã e a Serra da Estrela. 

Saindo do Parque Alexandre Aibéu poderá explorar os vales da ribeira da Carpinteira e da ribeira da Goldra (apelidada também de ribeira dos Pisões) descobrindo ainda a área da Mata Nacional da cidade. 

Neste trajeto a ligação entre a água que aqui corre e a indústria dos lanifícios é bastante visível, permitindo, ao longo da caminhada, descobrir fábricas antigas, edifícios remodelados, chaminés e uma toponímia relacionada com esta atividade.";Covilhã
PR17 CVL – Rota das Pontes ;"Os segredos mais bem guardados do vale das Cortes esperam para ser desvendados no Percurso das Pontes! 

Pontes, azenhas, lagares, levadas, poços e piscinas naturais, juntam‐se a uma ribeira única para proporcionar ao visitante um percurso surpreendente a cada curva. 

Percorrendo veredas e caminhos rurais, este é um percurso acessível, mas que pode apresentar algumas dificuldades técnicas, em particular com o piso molhado, pois grande parte desenvolve‐se em caminhos com piso irregular. 

É uma experiência que se recomenda lenta, por forma a poder desfrutar de todos os poços e piscinas que cruzaram o caminho de quem parte nesta jornada. O caminhante terá a opção de encurtar significativamente o percurso junto à Bouça adaptando‐o ao tempo que tem disponível. ";Cortes do Meio
PR14 CVL – Rota da Varanda dos Pastores;"Este percurso decorre sobre o planalto adjacente às Penhas da Saúde e constitui uma ótima maneira de facilmente nos introduzirmos à realidade da Serra da Estrela. 

Com dificuldade média, e de forma circular, este trajeto destina‐se à compreensão das 
dinâmicas naturais e sociais dos pastos de altitude, este passeio decorre sobre um universo que nos deixa bem marcadas as duas grandes forças modeladoras da paisagem contemporânea da Serra, por um lado os fenómenos naturais (glaciação, fenómenos periglaciários, e restantes elementos, bem como a fauna e flora), e o não menos natural fenómeno humano (desde logo a pastorícia, mas também a vida rural e industrial dos vales ou até as modernas dinâmicas de saúde, lazer e turismo das Penhas). 

Percorrendo o planalto do Alto da Pedrice e explorando as evidências pastoris por aqui presentes, como malhadas, abrigos, entre outras, os visitantes irão também conhecer algumas das vistas e fenómenos geomorfológicos, mais impressionantes do concelho da Covilhã. ";Penhas da Saúde
PR16 CVL – Rota das Canadas  de Unhais;"Um percurso desafiante que liga a vila de Unhais da Serra ao ponto mais alto de Portugal continental, percorrendo os trilhos e canadas dos pastores. 

As Canadas de Unhais da Serra são um património ancestral profundamente associado á atividade transumante, ligando a vila ás pastagens de montanha. 

Este percurso desafia‐o a percorrer canadas e veredas ao longo do vale da ribeira de Alforfa, um dos primeiros a ver as suas águas aproveitadas para a produção de energia elétrica, subindo até ao circo glaciar para finalmente atingir o planalto da Torre. ";Unhais da Serra
Percurso com História ;"Com cerca de 4km, este percurso circular leva os caminhantes pela história de Santa Maria da Feira, cruzando alguns dos pontos mais icónicos da cidade. 

Com início na Praça da República, esta rota permite visitar a Igreja da Misericórdia, o Mercado Municipal, a Casa dos Condes de Fijô, o Castelo, o Museu Convento dos Loios, entre outros. 
";Santa Maria da Feira
Percurso do Castelo;"Considerado uma das fortalezas militares mais notáveis em Portugal, o Castelo de Santa Maria da Feira é o protagonista deste percurso. 

Este símbolo da identidade nacional, possui recursos defensivos datados entre os séculos XI e XVI. 

Com cerca de 6km, o trajeto proposto tem início no edifício da Câmara Municipal.";Santa Maria da Feira
Na Encosta dos Mirtilos ;"Na Encosta dos Mirtilos é um percurso circular que percorre a localidade de Romariz, em Santa Maria da Feira. 

“Vaccinium myrtillus”, conhecido como mirtilo, é um arbusto de pequeno porte. Este fruto é conhecido pelas suas propriedades antioxidantes e antibacterianas e esta rota permite o contacto direto com esta planta, cultivada na região.

O percurso tem início no largo da Igreja de Santo Isidoro e cruza alguns locais de interesse, como castro e a Capela de Nosso Senhor dos Milagres.
";Romariz
PR1 SMP - Trilho da Terra e do Céu ;"O trilho da Terra e do Céu é circular com cerca de 7,2 km de extensão, com início na Igreja da Vila da Cumieira, passando pela Veiga, Bertelo e o Miradouro de Santa Bárbara. 

O nome advém das subidas e descidas do trilho em que o caminhante atingirá alturas e profundidades extremas. 

O esforço é compensado pelas vistas únicas do trajeto e pela água água fresca da nascente que os caminhantes encontrarão pelo caminho quando o deserto cansa e a sede abrasa. 

Os vinhedos e os olivais desenham as lendas do esforço no chão xistoso, fértil e escarpado. Descendo as encostas íngremes os caminhantes poderão ver um aglomerado de casas claras envolvido de verde, com um sorriso alegre no fundo do vale, de pessoas simpáticas e comunicativas. 

No vale da Veiga, olhando para as encostas que parecem tocar nas nuvens, a visão é arrebatadora e chega a enternecer pela dimensão telúrica e humana que evidencia.
";Vila da Cumieira
PR7 SMP - Trilho de Santa Marta;"O Trilho de Santa Marta é um percurso pedestre de Pequena Rota.
 
O percurso inicia-se no centro da Vila junto ao monumento de homenagem ao Cavador, este trilho proporciona das mais belas paisagens das vinhas. 

O trajeto acompanha de perto o património cultural, histórico, religioso e vinícola da região.

Ainda dentro da sede de concelho vamos descobrir a Capela da Padroeira da Região Demarcada do Douro, Santa Marta, um templo simples, mas de elevada importância devido à sua Padroeira.
";Santa Marta  
PR4 SMP - Trilho do Aguilhão;"Com a Igreja de Louredo no ponto de partida depressa o declive do solo convidará os caminhantes que iniciam esta rota a descer o caminho estreito de terra, mas que permite um caminhar regular e fácil. 

Durante a época de verão, num ponto mais a baixo, os visitantes poderão observar borboletas-colibri ou qualquer espécie de lepidóptero em voo rendilhado, procurando o néctar dourado nas flores.

 É que Louredo é rica em várias, espécies de plantas e, ao longo de todo o trilho, não faltaram exemplos da fauna local a sobrevoar a aquilégia, a salgueirinha, a eupatória, entre outras das muitas espécies que emolduram o percurso na Primavera, no Verão e mesmo Outono dentro. 

Seja como for, antes de iniciar a subida, que os levará até onde poderão observar o ponto de início do trilho, os visitantes são convidados a contemplar o percurso marcado pela igreja no topo que mais parece um braço estendido diretamente para o céu. 

Mais acima, e à medida que a altitude do percurso aumenta, surgem os cumes montanhosos, sobrepondo-se no horizonte que parece não ter fim.";Louredo  
PR2 SMP - Trilho das Belas Vistas ;"A igreja de Fornelos serve de ponto de partida para o trilho das Belas Vistas, um percurso pedestre com cerca de 12,6 km. 

É aqui que os olhos fogem para as alturas, para o cume da serra onde a Capela da Nossa Senhora do Viso desafia as pernas e o alento, e é um convite mudo, mas claro, ao ânimo do caminhante. 

Ao percorrer estes quilómetros, que levam os audazes a pôr as pernas a caminho, de olhos postos nas desafiantes alturas, antecipam-se magnificas vistas. 

Mesmo antes de chegarmem ao cimo, a paisagem revela-se magnifica com povoações erguidas na colina ao lado e o Marão acenando mais acima, imponente na grandiosidade do seu granito.

 Lá em cima a respiração prende-se quando olhamos de frente o Marão. O trilho faz-se quase todo em natureza, na proteção das folhas das avelaneiras e dos castanheiros, pinheiros e carvalhos, dos sabugueiros de doces bagas e com um aromático ramalhete florido.";Fornelos 
PR3 SMP - Trilho da Senhora da Serra ;"O trilho da Senhora da Serra tem uma extensão de percurso pedestre de cerca de 12,6 km e está integrado na Rede Municipal de Percursos Pedestres de Santa Marta de Penaguião. 

O percurso inicia-se na Capela de Soutelo e percorre a parte mais alta da Vila de Fontes, localizado em plena Serra do Marão. 

Trata-se de um caminho empedrado bordeado por vários exemplares da vegetação autóctone característica desta região: o tojo, a urze, a carqueja. 

É um caminho em ascensão por carreiros florestais e densos pinhais, avistando aqui e ali ravinas e escarpas de montada do Marão. 

No cume do caminho, a cerca de 1416m de altitude, ergue-se a ermida da Senhora da Serra do Marão, cuja romaria se conhece por ser a mais alta em Portugal. 

É um trilho que proporciona duas paisagens características e distintas de Santa Marta de Penaguião: a beleza da Serra do Marão e as paisagens vinhateiras.";Soutelo
À Descoberta dos Açudes;"Com cerca de 7km, este percurso circular tem início nas Termas de S. Jorge.

Um refúgio de saúde e bem-estar, este é o espaço ideal para quem procura recuperar o equilíbrio físico e psicológico. 

As termas de São Jorge têm tratamentos para o tratamento de questões respiratórias, músculo-esqueléticas e da pele. 
";Caldas de São Jorge
Travessia das Pontes;"Partindo das Termas de São Jorge, este trajeto circular mostra algumas das pontes de Santa Maria da Feira.

O trajeto tem cerca de 3km.
";Caldas de São Jorge
PR1 ANS - Rota do Bonfim ;"A Rota do Bonfim inicia-se no parque verde do Nabão, em Ansião, a 500 metros da nascente do rio e no local que em tempos marcou o cruzamento do IC8 para a Constantina.

O percurso segue pelo parque verde do Nabão, junto ao rio, em direção a Poente, até deixar o parque e atravessar a Ponte Galiz, de origem Romana, que assegurava a passagem sobre o rio e a entrada na povoação que viria a ser Ansião. 

Começa depois a subida e a passagem pelo Senhor do Bonfim, outrora local de romaria e um recanto tão estimado por quem cresceu em Ansião como desconhecido pelos forasteiros.

Continuando a subir, chega depois a um conjunto de lugares, os Escampados, onde carvalhais e pinhais garantem sombra e envolvência natural e o casario e capelas tradicionais se sucedem. 

Por calçada e terra batida, o percurso conduz até à entrada Sul de Ansião, pelo bairro e ermida de Santo António, e cruza depois a vila no sentido inverso ao dos peregrinos de Fátima, passando pela Praça do Município, pelo Pelourinho e pelo Padrão evocativo da Batalha do Ameixial.

O percurso toma depois de novo o rumo Poente, junto ao painel de azulejos ilustrativo da lenda da Rainha Santa dando esmola a um Ancião, e segue de regresso ao parque verde do Nabão. 

Nesse troço final volta a passar junto à capela de São Pedro e a contornar a Ponte da Cal.

Nos metros finais cruza-se ainda com a ribeira da Constantina, primeiro afluente do Nabão e que se alimenta da água de todas as nascentes calcárias desde Torre de Vale de Todos e Lagarteira até Ansião.";Ansião
PR2 ANS - Rota Romana;"A Rota Romana inicia-se no parque verde do Nabão, em Ansião, a 500 metros da nascente do rio e no local que em tempos marcou o cruzamento do IC8 para a Constantina.

Segue depois para norte, passando junto à Casa da Amizade Ansião- Erbach e ao Estádio Municipal. 

Este troço coincide com o Caminho Português para Santiago de Compostela, que se abandona para descer para a Sarzedela, onde pode ser visitada a capela de S. João. 

A rota segue depois por um caminho florestal que conduz às alminhas do Lousal. Atravessando a estrada principal para Santiago da Guarda, a rota passa pelo lugar do Pinheiro. 

Aqui pode virar à esquerda e seguir para Lousal, regressando a Ansião, ou seguir em frente, entrando de novo na floresta e seguindo junto a lugares como Vale de Boi, Estrada e Matos de Santa Bárbara, sempre nas proximidades de uma antiga e importante estrada Romana.

Ao chegar a Santiago da Guarda é obrigatório visitar o Complexo Monumental e a sua villa Romana, descoberta apenas em 2002, num conjunto de características únicas na Península Ibérica. 

Subir à Torre, observar os painéis de mosaico Romano e conhecer a história do local são os pontos altos desta Rota e também o expoente máximo do legado Romano do concelho de Ansião. 

A proximidade de restaurantes e parques de merendas permite uma refeição calma, antes do regresso a Ansião. 

Um regresso por caminhos florestais e zonas agrícolas, permitindo observar muitas das práticas ainda hoje utilizadas nesta região, nomeadamente na zona de Alqueidão, pouco depois de sair de Santiago da Guarda.

Passando junto à lagoa de Soucide pode observar-se também uma fonte tradicional, antes de se seguir por Tarouca até Pinheiro e Lousal, já perto de Ansião.";Ansião
PR3 ANS – Rota dos Pinhais ;"A Rota dos Pinhais inicia-se no parque verde do Nabão, em Ansião, a 500 metros da nascente do rio e no local que em tempos marcou o cruzamento do IC8 para a Constantina.

Desenvolve-se a Norte da vila de Ansião e deve o seu nome à mancha florestal predominante entre Torre de Vale de Todos, Lagarteira e Constantina. Saindo de Ansião pela Ponte da Cal, avança-se para a zona do Brejo e segue-se o caminho para a Constantina, onde pode observar-se a capela do século XVII, classificada como imóvel de interesse público.

A Rota segue depois para Norte, junto a um pequeno ribeiro. Segue-se depois por caminhos florestais que, rodeados de pinhais, levam à Torre de Vale de Todos. Ali, no ponto mais alto da localidade, pode ser observada a igreja do séc. XVII, enriquecida com estatuária de João do Ruão. Descendo ao vale, a paisagem passa a compor-se por olivais e vinhas, antes de subir a Vale de Todos e seguir para Lagarteira, retomando a floresta de pinhal e os caminhos de barro.

A lagoa do Pito anuncia a chegada à Lagarteira. A Rota sobe depois até à igreja de S. Domingos, junto à qual se pode observar uma árvore imponente, um freixo com pelo menos 700 anos de idade. Saindo da Lagarteira, a Rota desce por campos onde se cultiva sobretudo milho e trigo. A Rota passa depois pelo Pião e Ribeira do Açor, onde as pessoas aproveitam a proximidade à ribeira para cultivar as terras. Depois sobe-se à Fonte Galega e ao Maxial.

Prosseguindo por uma floresta de pinheiros e carvalhos, a Rota passa depois junto à ribeira da Constantina, afluente do Nabão. Em Constantina entra-se de novo na localidade e segue-se de regresso a Ansião.";Ansião
PR4 ANS - Rota das Picotas ;"A Rota dos Picotas inicia-se no parque verde do Nabão, em Ansião, a 500 metros da nascente do rio e no local que em tempos marcou o cruzamento do IC8 para a Constantina e leva os participantes ao sul do concelho, pelas freguesias de Chão de Couce e Pousaflores.

Deve o seu nome aos engenhos de rega tradicionais muito comuns em algumas partes do percurso. Saindo do Parque Verde do Nabão, passa pela nascente do rio e sobe por um excelente trilho, aberto há poucos anos e rodeado por muita vegetação, onde é impossível caminhar lado a lado. Já no caminho de terra batida, aos 2.400 metros, pode-se cortar à direita e iniciar a descida de regresso a Ansião.

Caso decida seguir em frente, atravessa o Casal de S. Brás primeiro e o Alqueidão depois. Desce ao vale do Camporês e segue até à Serra do Mouro, atravessando depois uma zona agrícola que conduz a Lisboinha e a Pousaflores. Este é um bom local para uma pausa à sombra das árvores do largo da igreja, até porque ali se inicia a subida ao Monte da Ovelha, mais conhecido localmente por serra do Anjo da Guarda.

É o troço mais exigente do percurso. O Ciclo do Pão, relacionado com moinho de vento, e a ermida do Anjo da Guarda são apenas alguns dos atractivos daquela serra. De facto, a flora e fauna são particularmente ricas, destacando-se a presença de perdizes, coelhos bravos e de 27 espécies diferentes de orquídeas que ali florescem na Primavera, além de pinheiros mansos, ciprestes, oliveiras e carvalhos. O seu miradouro é também um excelente ponto de paragem.

Passando a serra, a rota começa a descida para Ansião. Atravessa o vale do poço da Ameixieira, passa junto à Lagoa e segue para o Casal Viegas. Descendo ao Casal das Sousas, avança-se para o Moinho das Moitas, já junto a Ansião e ao final do percurso.";PR 4 ANS
Circuito Panorâmico da Foz do Sabor;"70km de água cristalina, rodeados de uma paisagem de tirar o fôlego, assim são os Lagos do Sabor. 
Da Barragem do Baixo Sabor à foz do Azibo, estes grandes Lagos são um verdadeiro santuário natural, onde a fauna e flora permanecem intocadas. 

O circuito proposto faz parte de um conjunto de três rotas, com diferentes distâncias, que propõem aos aventureiros uma jornada por um dos tesouros do Nordeste Transmontano. 

Com cerca de 45km, este trajeto desenvolve-se no território do Município de Torre de Moncorvo. Ao longo do trajeto é possível observar o Barragem do Sabor, o Lago de Cilhades e a foz do Rio Sabor, onde encontra o Rio Douro.

No Vale da Vilariça, chama-se à atenção para a zona de desova dos peixes do Rio Sabor, nomeadamente as bogas (Boops boops). 
";Estevais 
Circuito Panorâmico das Fragas do Sabor;"Com cerca de 188km, a rota proposta sugere um trajeto que acompanha o Rio Sabor até aos Lagos.

70km de água cristalina, rodeados de uma paisagem de tirar o fôlego, assim são os Lagos do Sabor. 
Da Barragem do Baixo Sabor à foz do Azibo, estes grandes Lagos são um verdadeiro santuário natural, onde a fauna e flora permanecem intocadas.

O circuito proposto faz parte de um conjunto de três rotas, com diferentes distâncias, que propõem aos aventureiros uma jornada por um dos tesouros do Nordeste Transmontano. 

Este circuito percorre o território dos Municípios de Macedo de Cavaleiros, Alfândega-da-Fé e Mogadouro, cruzando o território do Geopark Terras de Cavaleiros, classificado pela UNESCO.

Ao longo do trajeto é possível observar a Barragem do Sabor, com destaque para o Miradouro do IC5, no Santo Antão da Barca. 
";NULL
Circuito Panorâmico dos Lagos do Sabor;"Com uma paisagem única, os Lagos do Sabor são reconhecidos como um local de visita obrigatória na região de Trás-os-Montes. O Circuito proposto percorre os lagos, em cerca de 120km, cruzando os miradouros com algumas das paisagens mais deslumbrantes da região. 

Ao longo percurso é possível observar os vários lagos e como os mesmos se unem por gargantas e penhascos, onde cada miradouro apresenta uma perspetiva diferente, mas igualmente surpreendente. 

Sugere-se ainda uma paragem na Capela e Miradouro de São Gregório e no CIARA, o Centro de Interpretação Ambiental e Reabilitação Animal de Felgar. 

O circuito proposto faz parte de um conjunto de três rotas, com diferentes distâncias, que propõem aos aventureiros uma jornada por um dos tesouros do Nordeste Transmontano. 
";Alfândega da Fé
Caminho de Santiago da Costa  Atlântica;"No seu percurso pelo concelho de Matosinhos o Caminho atravessa o território que, entre o século XII e o século XIX, integrou o Couto de Leça da Ordem dos Cavaleiros Hospitalários (também designada por Ordem de Malta). Sedeados no Mosteiro de Leça do Balio, a cerca de 1,5 Km de distância do Caminho, uma das suas funções era a de dar hospitalidade e assistência aos peregrinos que se dirigiam a Santiago de Compostela. A presença de peregrinos está aqui bem documentada, desde um peregrino anónimo, registado num livro de óbitos do século XVII até à passagem por este local de personalidades régias que também realizaram peregrinações a Santiago de Compostela, como D. Afonso II entre muitos outros. 

O Caminho Português da Costa tem uma distância de sensivelmente 280km. O Caminho está muito bem marcado ao longo de todo o percurso, bastando ao peregrino seguir as setas amarelas para chegar a Santiago. 

A etapa que atravessa Matosinhos e aqui destacada tem uma extensão de 6,48 Km. ";Matosinhos
Corredor Verde do Leça;"O Corredor Verde do Leça, é um projeto ambiental e de mobilidade, de forte cariz cultural, económico, turístico e social, que inclui a valorização paisagística do Rio Leça e das suas margens, a construção de um percurso pedestre e ciclável, como alternativa de mobilidade para as deslocações do dia-a-dia. 

O corredor conta com quatro pontes em estruturas metálicas para peões e bicicletas. E um percurso com mais de 16 km ativos. 

O Rio Leça, que se estende ao longo de cerca de 46 quilómetros, é o elemento central que passa pelas localidades de Santo Tirso, Matosinhos, Maia e Valongo.";Matosinhos
PR1 GRD - Rota do Castro do Jarmelo  ;"Com início junto do edifício da junta de freguesia de S. Pedro do Jarmelo este percurso desenvolve-se em ambiente maioritariamente rural e natural onde poderá descobrir vestígios da ancestral ocupação deste local. 

É um percurso fácil, com 14,2 km de distância, mas que pela duração exige uma razoável condição física. O percurso tem passagem pelas povoações de Montes, Gonçalo Bocas e Ima antes de terminar no Alto do Jarmelo, local onde também tem o seu início. 

Ao longo do traçado do mesmo pode contemplar a arquitetura civil e religiosa das povoações abrangidas pelo percurso, o Castro do Jarmelo e alguns exemplares da Vaca Jarmelista, que teve a sua origem na região da Guarda. Na paisagem predominam os matos rasteiros por onde sobressaem afloramentos rochosos, ora de pequena, ora de grande dimensão. ";São Pedro do Jarmelo
Passadiços do Mondego ;"Os Passadiços do Mondego localizam-se na zona serrana do concelho da Guarda, já dentro dos limites do Parque Natural da Serra da Estrela e do Estrela Geopark UNESCO. 

É um percurso pedestre que alia estruturas em madeira, pontes suspensas e antigos caminhos rurais ao longo de cerca de 12 km, pelas margens do rio Mondego e os seus afluentes, ligando a Barragem do Caldeirão a Videmonte com passagem pelas uniões de freguesia de Pêro Soares, Mizarela e Vila Soeiro e Corujeira/Trinta. 

O percurso é rico em biodiversidade oferecendo a quem o procura uma viagem pelo património natural e pela herança cultural da região contemplando-se paisagens de impar beleza e um sem fim de pontos de interesse, a visitar e conhecer, destacando-se neste aspeto: a Albufeira do Caldeirão; a Cascata da Ribera do Caldeirão; a Ponte da Mizarela sobre o Rio Mondego; a Antiga Central Hidroelétrica do Pateiro; o Açude e Levada do Pateiro; o Túnel de Acesso da Água à Albufeira do Caldeirão; a Ribeiro dos Moinhos: o Património Fabril e Têxtil (antigos Engenhos e Fábricas), cinco Geossítios do Estrela Geopark Mundial da UNESCO e as Aldeias de Montanha. 
";Barragem do Caldeirão 
PR2 GRD Rota da Cabeça Alta Videmonte  ;"Este percurso pedestre localiza-se na parte serrana do concelho da Guarda em pleno Parque Natural da Serra a Estrela. 

É um percurso de tipologia circular que se desenvolve em ambiente maioritariamente rural e natural e que irá permitir ao caminheiro descobrir as dinâmicas da agricultura de montanha. 

Na paisagem predominam os campos de centeio e o vale do rio Mondego, sendo o maciço central da Serra da Estrela, uma presença constante no horizonte visual. É um percurso de dificuldade média mas que pela sua duração e distância exige uma razoável condição física a quem deseja a sua fruição. 

Tem início e final na aldeia na característica de Videmonte com passagem pelo ponto mais alto do concelho da Guarda, o Marco Geodésico da Cabeça Alta, situado a 1287 metros de altitude. 

Outro dos pontos de interesse ao longo do traçado do percurso é a Necrópole Rupestre do Souto da Caravela, que se encontra em bom estado de conservação. 

O visitante não poderá deixar também de contemplar e visitar a arquitetura civil e religiosa no interior da aldeia de Videmonte onde se destaca a Igreja Matriz e as Capelas de Santo António e de Santo Antão e algumas casas com a típica traça da arquitetura rural da Beira Interior. ";Videmonte 
Teste Cedis;Corrida Cedis;Municipio de Vila Verde
PR3 GRD - Rota de Barrelas Famalicão da Serra - Videmonte;"Este percurso de tipologia linear localiza-se dentro dos limites do Parque Natural da Serra da Estrela fazendo a união das povoações de Famalicão da Serra e de Videmonte, com passagem pelo Castro de Barrelas, pela Quinta da Taberna e na praia fluvial aí existente. 

Ao longo do seu traçado, o percurso atravessa surpreendentes bosques de pinho, carvalhos e castanheiros que não o vão deixar alheado da beleza natural que vai encontrar nestas paragens. 

No que diz respeito ao património edificado que pode observar apresenta grande riqueza histórica e arquitetónica. É o caso do Castro de Barelas, que remonta à Idade Média, e da arquitetura civil e religiosa das aldeias e Famalicão e de Videmonte. 

Ao chegar à Quinta da Taberna não deixe de visitar este característico casario e de se banhar nas refrescantes águas do rio Mondego, junto da praia fluvial aí existente, isto sempre que a meteorologia convidar para tal.  

Apesar do grau de dificuldade médio do percurso, a progressão torna-se fácil, dado o tipo de caminhos que se utilizam, mas que em função do sentido em que se realiza, apresenta um esforço físico relevante. Recomenda-se realizar o percurso no sentido Sul - Norte. ";Famalicão 
PR4 GRD - Rota do Azeite - João Antão    ;"Este percurso situa-se no limite do planalto beirão na freguesia de João Antão, no concelho da Guarda. 

A paisagem ao longo do itinerário proposto é caraterizada por áreas abertas com terrenos agrícolas compartimentados por muros de pedra solta ou sebes arbóreas. A giesta e pequenos pinhais fazem aqui também a sua aparição. 

À medida que desce a encosta, de encontro à ribeira da Teixeira, adivinham-se os povoamentos de caducifólios, de carvalhos e castanheiros. 

No fundo do fértil vale da Teixeira predominam os olivais, ex-libris deste percurso. O mesmo tem ainda como pontos de interesse de maior destaque uma lagareta de período histórico indeterminado e duas sepulturas antropomórficas escavadas num afloramento granítico, atribuídas à Alta Idade Média; uma fonte de mergulho na Povoação de Balsemão; e a arquitetura civil e religiosa das povoações abrangidas pelo percurso. 

Apesar da distância, desnível acumulado e o grau de dificuldade médio que caracterizam o traçado do percurso, a beleza do mesmo, faz esquecer o cansaço físico que se poderá manifestar ao longo do itinerário. ";João Antão  
Passadiços da Baía de São Martinho do Porto;"O percurso dos Passadiços de Salir do Porto até à Praia de São Martinho do Porto tem uma extensão de pouco mais de um quilómetro e meio.  

O troço começa em Salir do Porto atravessando a praia fluvial banhada pelo rio Tornada que desagua na baía de São Martinho do Porto, Município de Alcobaça. 

A praia de Salir é famosa pela sua duna com cerca de 50 metros de altura. Atualmente, a duna de Salir é considerada a maior de Portugal, destacando-se vivamente na paisagem da Baia de São Martinho do Porto. 

Os passadiços prosseguem levando o caminheiro até à Baia de São Martinho do Porto, apelidada como a “Concha” devido ao seu formato. 

Durante a sua caminhada junto ao oceano atlântico o visitante poderá desfrutar da vista entre os Morros do Farol e de Sant’Ana.";Salir do Porto
